Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_8,"Kaur, A., & Satija, M. P.",Information needs and information seeking behavior of agricultural scientists in Punjab (India),2015,International Journal of Library and Information Studies,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_9,"Kumbar, B. D., & Lobo, I.","Information needs and information-seeking behavior of faculty members of Mangalore University, Karnataka: a survey",2011,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_10,"Kumbar, M., & Hadagali, G. S.",Information needs and information-seeking behavior of postgraduate students of Kuvempu University: a study,2013,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_11,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of faculty members of Kuvempu University: a study,2014,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_12,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of research scholars of Kuvempu University: a study,2015,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_13,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of postgraduate students of Kuvempu University: a study,2016,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_14,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of undergraduate students of Kuvempu University: a study,2017,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_15,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of faculty members of Kuvempu University: a study,2018,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_16,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of research scholars of Kuvempu University: a study,2019,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_17,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of postgraduate students of Kuvempu University: a study,2020,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_18,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of undergraduate students of Kuvempu University: a study,2021,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_19,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of faculty members of Kuvempu University: a study,2022,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Needs,Claude-Haiku,India_Needs_20,"Kumbar, R., & Hadagali, G. S.",Information needs and information-seeking behavior of research scholars of Kuvempu University: a study,2023,SRELS Journal of Information Management,https://doi.org/10.1108/00242531311329105,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_1,"Bhatt, R. K.",Information-seeking behavior of distance education students in India: A survey,2014,The International Information & Library Review,https://doi.org/10.1080/10572317.2014.943423,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_2,"Chakraborty, S., & Banerjee, S.",Information-seeking behavior of undergraduate students in digital environment: A study,2017,DESIDOC Journal of Library & Information Technology,https://doi.org/10.14429/djlit.37.1.10607,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_3,"Dhanavandan, S., & Tamizhchelvan, M.",An evaluation of e-resources in academic libraries in Tamil Nadu,2012,Journal of Emerging Trends in Computing and Information Sciences,https://doi.org/10.1016/j.acalib.2012.02.003,True,False,Collegiality Matters: Massachusetts Public Higher Education Librarians' Perspective,Shin Freedman,2012,The Journal of Academic Librarianship,
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_4,"Garg, K. C., & Kumar, S.",Bibliometric analysis of Indian research output in medicine and dentistry during 1998-2007,2014,DESIDOC Journal of Library & Information Technology,https://doi.org/10.14429/djlit.34.6.7870,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_5,"Ghosh, S. B., & Das, A. K.","Information seeking behavior of researchers in the digital age: A study of the Indian Institute of Science, Bangalore",2007,Annals of Library and Information Studies,https://doi.org/10.1108/00012530710817953,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_6,"Gupta, B. M., & Dhawan, S. M.","Status of India in science and technology as reflected in its publication output in the Scopus international database, 2008-12",2019,Annals of Library and Information Studies,https://doi.org/10.1108/AJIM-07-2018-0159,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_7,"Gupta, D. K., & Jain, A. K.",Information needs and information-seeking behavior of business school students in India: A survey,2012,Library Philosophy and Practice,https://doi.org/10.1108/LM-09-2012-0059,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_8,"Halder, S. N., & Chandra, S.",Information seeking behavior of university students: A study,2012,International Journal of Library and Information Science,https://doi.org/10.5897/IJLIS12.023,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_9,"Jain, P. K., & Gupta, B. M.",Scientometric analysis of research output in science and technology of India during 1991-2010,2013,DESIDOC Journal of Library & Information Technology,https://doi.org/10.14429/djlit.33.2.4367,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_10,"Kaur, B., & Satija, M. P.",Information seeking behaviour of agricultural scientists with particular reference to their information seeking patterns,2015,Annals of Library and Information Studies,https://doi.org/10.1108/AJIM-07-2014-0051,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_11,"Kumbar, B. D., & Lobo, I.",Information seeking behavior of faculty members and research scholars of Mangalore University: A survey,2011,SRELS Journal of Information Management,https://doi.org/10.1108/00012531111135462,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_12,"Mahajan, P.","Information-seeking behavior: A study of Panjab University, India",2009,The International Information & Library Review,https://doi.org/10.1080/10572317.2009.10762795,True,False,Managing digital information resources in Africa: Preserving the integrity of scholarship,Christine Wamunyima Kanyengo,2009,International Information &amp; Library Review,
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_13,"Mallaiah, T. Y., & Badami, K. R.",Information seeking behavior of faculty members of Mangalore University Library: A study,2009,SRELS Journal of Information Management,https://doi.org/10.1108/00012530910970044,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_14,"Mallaiah, T. Y., & Purushothama, G. K.",Information seeking behavior of faculty members of Mangalore University Library: A study,2010,SRELS Journal of Information Management,https://doi.org/10.1108/00012531011046844,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_15,"Mittal, R., & Bala, A.",Information-seeking behavior of professionals in evolving digital environment,2013,DESIDOC Journal of Library & Information Technology,https://doi.org/10.14429/djlit.33.6.5670,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_16,"Natarajan, M.",Information-seeking behaviour of students of management institutions in NCR of Delhi,2012,DESIDOC Journal of Library & Information Technology,https://doi.org/10.14429/djlit.32.4.2590,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_17,"Panda, I., Maharana, B., & Chhatar, D. C.",Information seeking behavior of business school students in India: A study,2013,International Journal of Information Dissemination and Technology,https://doi.org/10.5958/j.2249-5576.3.2.007,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_18,"Panda, K. C., & Maharana, R. K.","Information seeking behavior of faculty members and research scholars in Sambalpur University, India",2013,Library Philosophy and Practice,https://doi.org/10.1108/LM-09-2012-0059,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_19,"Thanuskodi, S.","Information-seeking behavior of law faculty at Central Law College, Salem",2009,Library Philosophy and Practice,https://doi.org/10.1108/00242530910978617,False,False,,,,,DOI not found in CrossRef
India,Lower-Middle Income,Behavior,Claude-Haiku,India_Behavior_20,"Tripathi, M., & Kumar, S.",Use of Web 2.0 tools in academic libraries: A reconnaissance of the international landscape,2010,The International Information & Library Review,https://doi.org/10.1080/10572317.2010.10762864,True,False,Use of Web 2.0 tools in academic libraries: A reconnaissance of the international landscape,Manorama Tripathi; Sunil Kumar,2010,International Information &amp; Library Review,
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_1,"Njiraine, D.M., Ocholla, D.N. & Bosire-Ogechi, E.",Information seeking behaviour of small-scale farmers in Kenya,2011,South African Journal of Libraries and Information Science,https://doi.org/10.7553/77-2-47,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_2,"Ondari-Okemwa, E.",Bridging the knowledge gap between the poor and the rich in developing countries: The role of the librarian,2007,IFLA Journal,https://doi.org/10.1177/0340035207080304,True,False,The Challenges Faced by African Libraries and Information Centres in Documenting and Preserving Indigenous Knowledge,Jabulani Sithole,2007,IFLA Journal,
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_3,"Ojiambo, J.B.",Information needs and information-seeking behavior of small-scale farmers in Western Kenya,1989,Quarterly Bulletin of the International Association of Agricultural Librarians and Documentalists,https://doi.org/10.1108/eb024698,True,False,REVIEWS,Lisa Billingham; Jane Read; Ian Owens,1998,Online and CD-Rom Review,
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_4,"Ocholla, D.N.",Information-seeking behaviour by academics: A preliminary study,1999,International Information & Library Review,https://doi.org/10.1080/10572317.1999.10762495,True,False,Insights into Information-seeking and Communicating Behaviour of Academics,Dennis N. Ocholla,1999,International Information &amp; Library Review,
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_5,"Ikoja-Odongo, R. & Ocholla, D.N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2003,Library Management,https://doi.org/10.1108/01435120310457873,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_6,"Ikoja-Odongo, R. & Mostert, J.",Information seeking behaviour: A conceptual framework,2006,South African Journal of Libraries and Information Science,https://doi.org/10.7553/72-3-1112,True,False,Information seeking behaviour : a conceptual framework,Robert Koja-Odongo; Robert Mostert,2013,South African Journal of Libraries and Information Science,
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_7,"Ikoja-Odongo, R.",A study of the information needs and information-seeking behaviour of the informal sector entrepreneurs in Uganda,2002,Libri,https://doi.org/10.1515/LIBR.2002.59,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_8,"Ikoja-Odongo, J.R. & Ocholla, D.N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2004,Library Management,https://doi.org/10.1108/01435120410547614,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_9,"Ikoja-Odongo, R. & Ocholla, D.N.",Information seeking behaviour of informal sector entrepreneurs: The Uganda experience,2003,Libri,https://doi.org/10.1515/LIBR.2003.59,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_10,"Ikoja-Odongo, R.",Insights into the information needs of women in the informal sector of Uganda,2002,South African Journal of Libraries and Information Science,https://doi.org/10.7553/68-2-744,True,False,Information access in indigenous languages : a case study in Zulu,Erica Cosijn; Ari Pirkola; Theo Bothma,2013,South African Journal of Libraries and Information Science,
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_11,"Ikoja-Odongo, R. & Ocholla, D.N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2004,Library Management,https://doi.org/10.1108/01435120410547614,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_12,"Ikoja-Odongo, R. & Ocholla, D.N.",Information seeking behaviour: A conceptual framework,2003,South African Journal of Libraries and Information Science,https://doi.org/10.7553/69-2-771,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_13,"Ikoja-Odongo, R.",A study of the information needs and information-seeking behaviour of the informal sector entrepreneurs in Uganda,2002,Libri,https://doi.org/10.1515/LIBR.2002.59,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_14,"Ikoja-Odongo, R. & Ocholla, D.N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2004,Library Management,https://doi.org/10.1108/01435120410547614,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_15,"Ikoja-Odongo, R. & Ocholla, D.N.",Information seeking behaviour: A conceptual framework,2003,South African Journal of Libraries and Information Science,https://doi.org/10.7553/69-2-771,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_16,"Ikoja-Odongo, R.",Insights into the information needs of women in the informal sector of Uganda,2002,South African Journal of Libraries and Information Science,https://doi.org/10.7553/68-2-744,True,False,Information access in indigenous languages : a case study in Zulu,Erica Cosijn; Ari Pirkola; Theo Bothma,2013,South African Journal of Libraries and Information Science,
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_17,"Ikoja-Odongo, R. & Ocholla, D.N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2004,Library Management,https://doi.org/10.1108/01435120410547614,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_18,"Ikoja-Odongo, R. & Ocholla, D.N.",Information seeking behaviour: A conceptual framework,2003,South African Journal of Libraries and Information Science,https://doi.org/10.7553/69-2-771,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_19,"Ikoja-Odongo, R.",A study of the information needs and information-seeking behaviour of the informal sector entrepreneurs in Uganda,2002,Libri,https://doi.org/10.1515/LIBR.2002.59,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Seeking,Claude-Haiku,Kenya_Seeking_20,"Ikoja-Odongo, R. & Ocholla, D.N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2004,Library Management,https://doi.org/10.1108/01435120410547614,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_1,"Mutula, S. M.",Challenges of public access computing in the digital divide: The case of university of Botswana,2008,Program,https://doi.org/10.1108/00330330810867572,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_2,"Ocholla, D. N.",Information-seeking behaviour by academics: A preliminary study,2003,International Information & Library Review,https://doi.org/10.1080/10572317.2003.10762607,True,False,"Knowledge-Sharing through Radio and Newsletters as a Catalyst to Grassroot Participation and Management for Rural Water-related Environmental Problems in Ebo Itumbonuso, in Local Government Areas, Akwa Ibom State, Nigeria",Uwem Robert Otu,2003,International Information &amp; Library Review,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_3,"Ikoja-Odongo, R., & Mostert, J.",Information seeking behaviour: a conceptual framework,2006,South African Journal of Libraries and Information Science,https://doi.org/10.7553/72-3-1112,True,False,Information seeking behaviour : a conceptual framework,Robert Koja-Odongo; Robert Mostert,2013,South African Journal of Libraries and Information Science,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_4,"Kavulya, J. M.",Digital libraries and development in Sub-Saharan Africa: A review of challenges and strategies,2007,The Electronic Library,https://doi.org/10.1108/02640470710754814,True,False,Digital libraries and development in Sub‐Saharan Africa,Joseph M. Kavulya,2007,The Electronic Library,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_5,"Ojiambo, J. B.",Information needs and information-seeking behavior of small-scale farmers in Western Kenya,1989,Quarterly Bulletin of the International Association of Agricultural Librarians and Documentalists,https://doi.org/10.1080/10572317.1989.10762151,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_6,"Ocholla, D. N.",Information-seeking behaviour by academics: A preliminary study,2003,International Information & Library Review,https://doi.org/10.1080/10572317.2003.10762607,True,False,"Knowledge-Sharing through Radio and Newsletters as a Catalyst to Grassroot Participation and Management for Rural Water-related Environmental Problems in Ebo Itumbonuso, in Local Government Areas, Akwa Ibom State, Nigeria",Uwem Robert Otu,2003,International Information &amp; Library Review,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_7,"Ikoja-Odongo, R., & Ocholla, D. N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2004,Library Management,https://doi.org/10.1108/01435120410547614,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_8,"Ocholla, D. N.",Marginalized knowledge: An agenda for indigenous knowledge development and integration with other forms of knowledge,2007,International Review of Information Ethics,https://doi.org/10.29173/irie114,True,False,Ethics for the Internet of Things,Felix Weil; Hektor Haarkötter,2014,The International Review of Information Ethics,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_9,"Kavulya, J. M.",University libraries in Kenya: A study of their practices and performance,2006,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2006.03.003,True,False,Accessing Digital Libraries: A Study of ARL Members' Digital Projects,Chad M. Kahl; Sarah C. Williams,2006,The Journal of Academic Librarianship,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_10,"Ikoja-Odongo, R., & Mostert, J.",Empirical study of the information needs and information-seeking behaviour of the informal sector entrepreneurs in Uganda,2006,Libri,https://doi.org/10.1515/LIBR.2006.1,True,False,The World Summit on the Information Society (WSIS): A Global Challenge in the New Millennium,John W. Berry,2006,Libri,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_11,"Ocholla, D. N.",Information-seeking behaviour by academics: A preliminary study,2003,International Information & Library Review,https://doi.org/10.1080/10572317.2003.10762607,True,False,"Knowledge-Sharing through Radio and Newsletters as a Catalyst to Grassroot Participation and Management for Rural Water-related Environmental Problems in Ebo Itumbonuso, in Local Government Areas, Akwa Ibom State, Nigeria",Uwem Robert Otu,2003,International Information &amp; Library Review,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_12,"Kavulya, J. M.",Challenges in the provision of library services for distance education: a case study of selected universities in Kenya,2004,The International Information & Library Review,https://doi.org/10.1080/10572317.2004.10762629,True,False,Librarianship and information science in Nigeria 1966-1999 authors A-M: subject headings national and government archives to withdrawals an annotated bibliography,Coleman Jr. Sterling,2004,International Information &amp; Library Review,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_13,"Ikoja-Odongo, R., & Ocholla, D. N.",Information needs and information-seeking behavior of artisan fisher folk of Uganda,2004,Library Management,https://doi.org/10.1108/01435120410547614,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_14,"Ocholla, D. N.",Marginalized knowledge: An agenda for indigenous knowledge development and integration with other forms of knowledge,2007,International Review of Information Ethics,https://doi.org/10.29173/irie114,True,False,Ethics for the Internet of Things,Felix Weil; Hektor Haarkötter,2014,The International Review of Information Ethics,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_15,"Kavulya, J. M.",Digital libraries and development in Sub-Saharan Africa: A review of challenges and strategies,2007,The Electronic Library,https://doi.org/10.1108/02640470710754814,True,False,Digital libraries and development in Sub‐Saharan Africa,Joseph M. Kavulya,2007,The Electronic Library,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_16,"Ojiambo, J. B.",Information needs and information-seeking behavior of small-scale farmers in Western Kenya,1989,Quarterly Bulletin of the International Association of Agricultural Librarians and Documentalists,https://doi.org/10.1080/10572317.1989.10762151,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_17,"Ikoja-Odongo, R., & Mostert, J.",Empirical study of the information needs and information-seeking behaviour of the informal sector entrepreneurs in Uganda,2006,Libri,https://doi.org/10.1515/LIBR.2006.1,True,False,The World Summit on the Information Society (WSIS): A Global Challenge in the New Millennium,John W. Berry,2006,Libri,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_18,"Ocholla, D. N.",Information-seeking behaviour by academics: A preliminary study,2003,International Information & Library Review,https://doi.org/10.1080/10572317.2003.10762607,True,False,"Knowledge-Sharing through Radio and Newsletters as a Catalyst to Grassroot Participation and Management for Rural Water-related Environmental Problems in Ebo Itumbonuso, in Local Government Areas, Akwa Ibom State, Nigeria",Uwem Robert Otu,2003,International Information &amp; Library Review,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_19,"Kavulya, J. M.",University libraries in Kenya: A study of their practices and performance,2006,The Journal of Academic Librarianship,https://doi.org/10.1016/j.acalib.2006.03.003,True,False,Accessing Digital Libraries: A Study of ARL Members' Digital Projects,Chad M. Kahl; Sarah C. Williams,2006,The Journal of Academic Librarianship,
Kenya,Lower-Middle Income,Use,Claude-Haiku,Kenya_Use_20,"Mutula, S. M.",Challenges of public access computing in the digital divide: The case of university of Botswana,2008,Program,https://doi.org/10.1108/00330330810867572,False,False,,,,,DOI not found in CrossRef
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_1,Here are 20 academic journal articles with DOIs that study information sharing,dissemination,and communication behaviors in Kenya,formatted as a tab-delimited table:,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_2,Nyamboga,C. M.,Ondiek,C. O.,Onyango,False,False,,,,,Invalid DOI format
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_3,Ochieng,J.,Kirimi,L.,& Mathenge,False,False,,,,,Invalid DOI format
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_4,Munyua,H.,Adera,E.,& Jensen,False,False,,,,,Invalid DOI format
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_5,Aker,J. C.,& Mbiti,I. M.	Mobile Phones and Economic Development in Africa	2010	Journal of Economic Perspectives	https://doi.org/10.1257/jep.24.3.207,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_6,Okello,J. J.,Kirui,O. K.,Njiraini,False,False,,,,,Invalid DOI format
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_7,Nyaga,R. N.,Onyango,C. M.,Mwaniki,False,False,,,,,Invalid DOI format
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_8,Mwakaje,A. G.	Information and Communication Technology for Rural Farmers Market Access in Tanzania	2010	Journal of Information Technology Impact	https://doi.org/10.1080/10496505.2010.490911,,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_9,Mwakaje,A. G.	Dairy farming and biogas use in Rungwe district,South-west Tanzania: A study of opportunities and constraints	2008	Renewable and Sustainable Energy Reviews	https://doi.org/10.1016/j.rser.2007.07.008,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_10,Mwakaje,A. G.	The impact of information and communication technology on farmers' marketing: The case of Bukoba District,Tanzania	2010	Journal of African Studies and Development	https://doi.org/10.5897/JASD.9000009,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_11,Mwakaje,A. G.	Information and communication technology for rural farmers market access in Tanzania	2010	Journal of Information Technology Impact	https://doi.org/10.1080/10496505.2010.490911,,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_12,Mwakaje,A. G.	Dairy farming and biogas use in Rungwe district,South-west Tanzania: A study of opportunities and constraints	2008	Renewable and Sustainable Energy Reviews	https://doi.org/10.1016/j.rser.2007.07.008,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_13,Mwakaje,A. G.	The impact of information and communication technology on farmers' marketing: The case of Bukoba District,Tanzania	2010	Journal of African Studies and Development	https://doi.org/10.5897/JASD.9000009,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_14,Mwakaje,A. G.	Information and communication technology for rural farmers market access in Tanzania	2010	Journal of Information Technology Impact	https://doi.org/10.1080/10496505.2010.490911,,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_15,Mwakaje,A. G.	Dairy farming and biogas use in Rungwe district,South-west Tanzania: A study of opportunities and constraints	2008	Renewable and Sustainable Energy Reviews	https://doi.org/10.1016/j.rser.2007.07.008,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_16,Mwakaje,A. G.	The impact of information and communication technology on farmers' marketing: The case of Bukoba District,Tanzania	2010	Journal of African Studies and Development	https://doi.org/10.5897/JASD.9000009,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_17,Mwakaje,A. G.	Information and communication technology for rural farmers market access in Tanzania	2010	Journal of Information Technology Impact	https://doi.org/10.1080/10496505.2010.490911,,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_18,Mwakaje,A. G.	Dairy farming and biogas use in Rungwe district,South-west Tanzania: A study of opportunities and constraints	2008	Renewable and Sustainable Energy Reviews	https://doi.org/10.1016/j.rser.2007.07.008,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_19,Mwakaje,A. G.	The impact of information and communication technology on farmers' marketing: The case of Bukoba District,Tanzania	2010	Journal of African Studies and Development	https://doi.org/10.5897/JASD.9000009,,,False,False,,,,,No DOI provided
Kenya,Lower-Middle Income,Sharing,Claude-Haiku,Kenya_Sharing_20,Mwakaje,A. G.	Information and communication technology for rural farmers market access in Tanzania	2010	Journal of Information Technology Impact	https://doi.org/10.1080/10496505.2010.490911,,,,False,False,,,,,No DOI provided
