Country,Income_Level,Prompt_Type,LLM,Citation_ID,Author,Title,Year,Journal,DOI,DOI_Valid,Geographic_Relevant,CrossRef_Title,CrossRef_Authors,CrossRef_Year,CrossRef_Journal,Validation_Error
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_5,"Sun, J., & Li, M.",The spread of misinformation on Chinese social media platforms,2022,New Media & Society,10.1177/14614448221087654,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_6,"Chen, Q., & Zhao, B.",Information seeking behavior of Chinese students in higher education,2018,Education and Information Technologies,10.1007/s10639-017-9654-z,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_7,"Wang, S., & Li, H.",The impact of e-commerce on information dissemination in China,2019,Telematics and Informatics,10.1016/j.tele.2019.01.005,True,True,Rumormongering of genetically modified (GM) food on Chinese social network,Jiaojiao Ji; Naipeng Chao; Jieyu Ding,2019,Telematics and Informatics,
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_8,"Li, Z., & Wang, F.",Information privacy concerns among Chinese internet users,2021,Computers & Security,10.1016/j.cose.2021.102487,True,False,Evaluating fallback authentication research: A systematic literature review,Reem AlHusain; Ali Alkhalifah,2021,Computers &amp; Security,
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_9,"Sun, X., & Liu, C.",The digital divide and information access in rural China,2016,Information Technology for Development,10.1080/02681102.2016.1148765,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_10,"Wang, Y., & Zhang, G.",The impact of government policies on information flow in China,2022,Government Information Quarterly,10.1016/j.giq.2022.101600,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_11,"Chen, B., & Li, D.",Information overload and its effects on Chinese users,2018,Behaviour & Information Technology,10.1080/0144929X.2018.1427654,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_12,"Zhang, J., & Zhao, C.",The role of trust in online information consumption in China,2020,Internet Research,10.1108/INTR-03-2020-0145,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Use,Gemini-Flash-Lite,China_Use_13,"Wang, X., & Liu, H.",The impact of digital literacy on information evaluation in China,2022,Information Processing & Management,10.1016/j.ipm.2022.102978,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_1,"Chen, Y., Chen, Y., & Wu, J.",The impact of social media on information dissemination: Evidence from the 2013 Sichuan earthquake,2016,Telecommunications Policy,10.1016/j.telpol.2016.01.002,True,False,"The ICT revolution, world economic growth, and policy issues",Dale W. Jorgenson; Khuong M. Vu,2016,Telecommunications Policy,
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_2,"Wang, Y., & Sun, S.",The role of social capital in information sharing among Chinese farmers,2010,Information Technology for Development,10.1002/itdj.20136,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_3,"Zhang, J., & Liu, X.",Communication strategies and information dissemination in crisis management: A case study of the 2008 Wenchuan earthquake,2012,Public Relations Review,10.1016/j.pubrev.2012.03.004,True,False,Corporation as climate ambassador: Transcending business sector boundaries in a Swedish CSR campaign,N. Leila Trapp,2012,Public Relations Review,
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_4,"Yang, S., & Wang, L.",Information sharing and trust in online communities: Evidence from China,2013,Computers in Human Behavior,10.1016/j.chb.2013.05.009,True,False,"Separate but equal? A comparison of participants and data gathered via Amazon’s MTurk, social media, and face-to-face behavioral testing",Krista Casler; Lydia Bickel; Elizabeth Hackett,2013,Computers in Human Behavior,
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_5,"Ma, L., & Zhu, Q.",The role of social media in disseminating information about environmental issues in China,2018,Environmental Communication,10.1080/17524032.2018.1448686,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_6,"Chen, L., & Li, W.",Information diffusion and public opinion formation on social media in China,2019,Information Communication & Society,10.1080/1369118X.2019.1573789,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_7,"Zhang, X., & Huang, J.",Information sharing and knowledge management in Chinese enterprises: A case study,2009,Management Decision,10.1108/00251740910932345,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_8,"Li, J., & Chen, Q.",The effects of social media on information seeking and sharing among Chinese college students,2016,Computers & Education,10.1016/j.compedu.2016.02.011,True,False,A longitudinal study on information-seeking knowledge in psychology undergraduates: Exploring the role of information literacy instruction and working memory capacity,Tom Rosman; Anne-Kathrin Mayer; Günter Krampen,2016,Computers &amp; Education,
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_9,"Zhao, Y., & Liu, H.",Information sharing and collaboration in virtual teams: A study of Chinese software development teams,2012,Information & Management,10.1016/j.im.2012.03.003,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_10,"Guo, L., & Li, H.",The impact of mobile communication on information dissemination in rural China,2014,Telematics and Informatics,10.1016/j.tele.2013.08.003,True,False,Young mobile users: Radical and individual – Not,Arho Suominen; Sami Hyrynsalmi; Timo Knuutila,2014,Telematics and Informatics,
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_11,"Wu, X., & Zhang, Y.",Information sharing and knowledge transfer in Chinese R&D teams,2015,R&D Management,10.1111/radm.12098,True,False,Technology roadmapping (<scp>TRM</scp>) and strategic alignment for an applied research centre: a case study with methodological contributions,Edurne Loyarte; Jorge Posada; Seán Gaines,2015,R&amp;D Management,
China,Upper-Middle Income,Sharing,Gemini-Flash-Lite,China_Sharing_12,"Li, X., & Zhang, W.",Information seeking and sharing behaviors of Chinese citizens during the COVID-19 pandemic,2022,Information Processing & Management,10.1016/j.ipm.2022.102930,True,False,DNS tunnels detection via DNS-images,Gianni D’Angelo; Arcangelo Castiglione; Francesco Palmieri,2022,Information Processing &amp; Management,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_1,"Chen, Y., & Sun, Y.",Information needs and seeking behaviors of Chinese rural residents: A case study of e-government services,2010,Government Information Quarterly,10.1016/j.giq.2009.11.003,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_2,"Wang, Y., & Zhang, L.",The information needs of Chinese migrant workers: A case study of Shanghai,2014,Information Development,10.1177/0266666913518446,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_3,"Wu, J., & Li, W.",Information needs assessment for agricultural extension services in rural China,2018,The Electronic Library,10.1108/EL-03-2017-0055,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_4,"Zhang, W., & Wang, H.",Information seeking behavior of Chinese students in higher education: A needs analysis,2019,Library & Information Science Research,10.1016/j.lisr.2019.01.001,True,False,Entertainment media and the information practices of queer individuals,Diana Floegel; Kaitlin L. Costello,2019,Library &amp; Information Science Research,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_5,"Li, Y., & Zhao, J.",Information gap analysis in the context of smart city development in China,2021,Cities,10.1016/j.cities.2021.103290,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_6,"Sun, Q., & Zhang, X.",Information needs of Chinese tourists: A study of online travel information,2011,Tourism Management,10.1016/j.tourman.2010.06.009,True,True,When east meets west: An exploratory study on Chinese outbound tourists’ travel expectations,Xiang (Robert) Li; Chengting Lai; Rich Harrill,2011,Tourism Management,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_7,"Liu, H., & Wang, J.",Information seeking behavior of Chinese citizens during the COVID-19 pandemic,2020,Information Processing & Management,10.1016/j.ipm.2020.102309,True,False,A neural knowledge graph evaluator: Combining structural and semantic evidence of knowledge graphs for predicting supportive knowledge in scientific QA,Chen Qiao; Xiao Hu,2020,Information Processing &amp; Management,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_8,"Yang, L., & Li, M.",Information needs assessment for environmental protection in China,2013,Environmental Management,10.1007/s00267-013-0039-3,True,False,Farm Level Adaptation to Climate Change: The Case of Farmer’s in the Ethiopian Highlands,Tagel Gebrehiwot; Anne van der Veen,2013,Environmental Management,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_9,"Ma, T., & Wu, F.",Requirements engineering in Chinese software development: A case study,2015,Information and Software Technology,10.1016/j.infsof.2015.03.004,True,False,Measures of process harmonization,H.L. Romero; R.M. Dijkman; P.W.P.J. Grefen,2015,Information and Software Technology,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_10,"Guo, S., & Chen, F.",Information gap analysis in the context of digital divide in China,2017,Telecommunications Policy,10.1016/j.telpol.2017.03.002,True,False,Book Review,Peter Curwen,2017,Telecommunications Policy,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_11,"Huang, J., & Zhou, B.",Information needs of Chinese researchers: A survey,2018,Scientometrics,10.1007/s11192-018-2754-3,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_12,"Wei, L., & Zhang, G.",Information gap analysis in the context of sustainable development in China,2022,Sustainability,10.3390/su14031578,True,False,Regional Cooperation in Waste Management: Examining Australia’s Experience with Inter-municipal Cooperative Partnerships,Steven Tobin; Atiq Zaman,2022,Sustainability,
China,Upper-Middle Income,Needs,Gemini-Flash-Lite,China_Needs_13,"Fan, X., & Liu, D.",Requirements analysis for mobile learning in Chinese higher education,2023,Computers & Education,10.1016/j.compedu.2023.104801,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_1,"Wang, J., & Liu, Q.",Information needs and seeking behaviors of Chinese rural residents,2017,Information Development,10.1177/0266666916686666,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_2,"Chen, L., & Hu, X.",A study of information literacy among Chinese college students,2016,Library & Information Science Research,10.1016/j.lisr.2016.03.002,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_3,"Zhao, Y., & Ma, X.",The role of mobile devices in information access in China,2020,Telematics and Informatics,10.1016/j.tele.2020.101451,True,False,Using enterprise social media to investigate the effect of workplace conflict on employee creativity,Abdul Hameed Pitafi; Ali Nawaz Khan; Naseer Abbas Khan,2020,Telematics and Informatics,
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_4,"Sun, W., & Wu, Y.",Information sharing behavior on social networking sites in China,2018,Online Information Review,10.1108/OIR-03-2017-0085,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_5,"Wei, L., & Zhang, H.",Information behavior of Chinese elderly people,2021,Information Research,10.47989/ir.v26i4.1656,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_6,"Li, X., & Zhang, W.",Information behavior and the digital divide in China,2016,Information Technology for Development,10.1080/02681102.2015.1136789,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_7,"Wang, H., & Zhao, L.",The impact of government censorship on information access in China,2018,Government Information Quarterly,10.1016/j.giq.2018.03.001,True,False,Leveraging social media to achieve a community policing agenda,Christine B. Williams; Jane Fedorowicz; Andrea Kavanaugh,2018,Government Information Quarterly,
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_8,"Chen, J., & Li, M.",Information seeking and use in academic research in China,2019,Scientometrics,10.1007/s11192-019-03158-9,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_9,"Li, S., & Wang, C.",The use of information and communication technologies by Chinese citizens,2018,Information Technology & People,10.1108/ITP-03-2017-0081,False,False,,,,,DOI not found in CrossRef
China,Upper-Middle Income,Behavior,Gemini-Flash-Lite,China_Behavior_10,"Zhao, X., & Chen, D.",Information behavior and online learning in China,2019,Computers & Education,10.1016/j.compedu.2019.01.013,True,False,"The interactivity of video and collaboration for learning achievement, intrinsic motivation, cognitive load, and behavior patterns in a digital game-based learning environment",Chin-Wen Liao; Ching-Huei Chen; Sie-Jhih Shih,2019,Computers &amp; Education,
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_1,"Araújo, C. A. B.",Information behavior of Brazilian researchers: a study of the use of information resources and services,2006,Information Research,10.1629/2006,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_2,"Alves, E. M. & Pinho, F. A.",Information literacy and the use of information sources by undergraduate students in Brazil,2010,Education for Information,10.3233/EFI-2010-089,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_3,"Miranda, L. C. & Santos, P. L.",Information behavior of Brazilian public servants: a study of information needs and seeking strategies,2015,Information Development,10.1177/0266666914559556,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_4,"Santos, P. L. & Miranda, L. C.",Information seeking and use in the context of academic research: a study of Brazilian professors,2019,Information Research,10.47989/irpaper636,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_5,"Costa, S. M. & Silva, F. C.",Information behavior of Brazilian librarians: a study of information needs and seeking strategies,2020,Library & Information Science Research,10.1016/j.lisr.2020.101099,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_6,"Ferreira, M. L. & Lopes, I. B.",Information seeking and use in the context of education: a study of Brazilian teachers,2022,Education for Information,10.3233/EFI-210009,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_7,"Marteleto, R. M.",Information seeking and use in the context of collaborative research: a study of Brazilian scientists,2003,Scientometrics,10.1023/A:1026274923857,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_8,"Alves, E. M.",Information seeking and use in the context of distance education: a study of Brazilian students,2011,Information Development,10.1177/0266666911409398,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Seeking,Gemini-Flash-Lite,Brazil_Seeking_9,"Oliveira, M. C.",Information seeking and use in the context of environmental research: a study of Brazilian researchers,2013,Information Research,10.47989/irpaper379,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_1,"Silva, M. & Oliveira, P.",The Role of Social Media in Political Mobilization in Brazil,2020,Latin American Perspectives,10.1177/0094582X20918765,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_2,"Fernandes, L. & Pereira, G.",Fake News and the Brazilian Elections: A Study of Information Consumption Patterns,2019,Brazilian Political Science Review,10.1590/1981-3821201900020003,True,True,Programs and Parties: Rethinking Electoral Competition Through Analysis of Brazilian 'Grotões',Nara Salles,2019,Brazilian Political Science Review,
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_3,"Rodrigues, C. & Almeida, F.",Digital Divide and Access to Information in Brazil: A Regional Analysis,2021,Telecommunications Policy,10.1016/j.telpol.2021.102186,True,False,Advertising in streaming video: An integrative literature review and research agenda,João Lucas Hana Frade; Jorge Henrique Caldeira de Oliveira; Janaina de Moura Engracia Giraldi,2021,Telecommunications Policy,
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_4,"Gomes, B. & Souza, D.",The Impact of Mobile Technology on Information Seeking Behaviors in Brazil,2017,Information Technology & People,10.1108/ITP-03-2016-0075,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_5,"Lima, E. & Castro, J.",Public Perception of Science and Technology in Brazil: A Survey Analysis,2022,Public Understanding of Science,10.1177/09636625221098765,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_6,"Barbosa, H. & Ferreira, L.",The Use of Information in Healthcare: A Case Study of Brazilian Hospitals,2019,Health Policy and Planning,10.1093/heapol/czz001,True,False,The medical arms race and its impact in Chinese hospitals: implications for health regulation and planning,Jiwei Qian; Alex Jingwei He; Jason Dean-Chen Yin,2019,Health Policy and Planning,
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_7,"Cardoso, I. & Nunes, M.",Information and Communication Technologies (ICTs) and Social Inclusion in Brazil,2018,"Information, Communication & Society",10.1080/1369118X.2018.1427890,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_8,"Rocha, P. & Oliveira, L.",The Role of Libraries in Promoting Information Access in Brazil,2021,Library Quarterly,10.1086/714567,True,False,Out of the Closet and into the Classroom: Reassessing the Boundaries of Gender and Sexual Minorities in Comparative and International Education,Oren Pizmony-Levy; Wenli Liu; Carla Moleiro,2021,Comparative Education Review,
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_9,"Alves, G. & Costa, M.",Information Ethics and the Brazilian Legal System,2020,Ethics and Information Technology,10.1007/s10676-020-09548-3,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_10,"Pereira, S. & Fernandes, C.",The Use of Data Analytics in Brazilian Public Administration,2019,Government Information Quarterly,10.1016/j.giq.2019.01.001,True,False,The public value of E-Government – A literature review,Jean Damascene Twizeyimana; Annika Andersson,2019,Government Information Quarterly,
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_11,"Castro, A. & Lima, B.",Information and the Brazilian Informal Economy,2021,World Development,10.1016/j.worlddev.2021.105587,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_12,"Souza, V. & Rodrigues, P.",Information and Environmental Awareness in Brazil,2018,Environmental Education Research,10.1080/13504622.2018.1444444,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_13,"Barbosa, E. & Oliveira, W.",Information and the Brazilian Education System: A Critical Analysis,2017,Educational Review,10.1080/00131911.2017.1356789,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_14,"Cardoso, F. & Nunes, L.",Information and the Brazilian Agricultural Sector: A Study of Innovation,2020,Technological Forecasting and Social Change,10.1016/j.techfore.2020.120345,True,False,Digital transformation and tourist experience co-design: Big social data for planning cultural tourism,Maria Teresa Cuomo; Debora Tortora; Pantea Foroudi,2021,Technological Forecasting and Social Change,
Brazil,Upper-Middle Income,Use,Gemini-Flash-Lite,Brazil_Use_15,"Rocha, M. & Vieira, D.",Information and the Brazilian Tourism Industry: A Case Study,2021,Tourism Management,10.1016/j.tourman.2021.104321,True,False,Are socially responsible firms in the U.S. tourism and hospitality industry better off during COVID-19?,Jihwan Yeon; Hyoung Ju Song; Heyao (Chandler) Yu,2021,Tourism Management,
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_1,"Almeida, A. & Marques, F.",Information and Communication Technologies and Social Inclusion in Brazil: A Review of the Literature,2018,Information Technologies & International Development,10.1162/itid_a_00009,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_2,"Barros, D. & Oliveira, M.",The Role of Social Media in Political Communication in Brazil: A Case Study of the 2018 Presidential Election,2020,Brazilian Political Science Review,10.1590/1981-3821202000010003,True,True,The Presence of Incumbents Electoral Competition and Reelection in Brazil (1990-2014),José Alexandre da Silva Junior; Leonardo Rodrigues Morais; Ranulfo Paranhos,2020,Brazilian Political Science Review,
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_3,"Costa, S. & Santos, P.",Digital Divide and Information Access in Brazil: An Analysis of Socioeconomic Factors,2017,Telecommunications Policy,10.1016/j.telpol.2017.03.003,True,False,Book Review,Emanuele Giovannetti,2017,Telecommunications Policy,
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_4,"Farias, G. & Souza, J.",Information Sharing and Citizen Engagement in Brazilian Municipalities: A Comparative Study,2016,Public Administration and Development,10.1002/pad.1788,True,False,Sustainability as a Measure of Success: Externally Promoted Participatory Budgeting in El Salvador 10 Years Later,Gary Bland,2017,Public Administration and Development,
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_5,"Gomes, L. & Oliveira, R.",The Spread of Misinformation on Facebook in Brazil: A Network Analysis,2022,New Media & Society,10.1177/14614448211064567,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_6,"Lima, C. & Pereira, F.",Communication Strategies of NGOs in Brazil: Disseminating Information about Environmental Issues,2015,Environmental Communication,10.1080/17524032.2015.1012345,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_7,"Machado, I. & Castro, A.",The Use of Mobile Phones for Information Access in Rural Brazil,2018,Information Technology for Development,10.1080/02681102.2018.1427890,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_8,"Nascimento, S. & Silva, C.",Information Literacy and the Brazilian Education System: Challenges and Opportunities,2019,Education and Information Technologies,10.1007/s10639-018-9789-z,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_9,"Oliveira, A. & Santos, M.",The Impact of Social Media on Political Polarization in Brazil,2021,Political Communication,10.1080/10584609.2020.1845678,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_10,"Ribeiro, J. & Souza, C.",The Role of Community Radio in Information Dissemination in the Brazilian Amazon,2015,"Media, Culture & Society",10.1177/0163443715578901,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_11,"Santos, F. & Oliveira, G.",Information and Communication Technologies and Social Movements in Brazil,2018,"Information, Communication & Society",10.1080/1369118X.2018.1427890,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_12,"Silva, B. & Almeida, J.",The Impact of Fake News on the 2018 Brazilian Elections,2020,"Information, Communication & Society",10.1080/1369118X.2020.1756789,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_13,"Souza, R. & Lima, F.",The Use of Blogs for Information Sharing in Brazilian Universities,2019,Online Information Review,10.1108/OIR-03-2018-0085,True,False,Information and knowledge management in higher education institutions: the Polish case,Marek Deja,2019,Online Information Review,
Brazil,Upper-Middle Income,Sharing,Gemini-Flash-Lite,Brazil_Sharing_14,"Teixeira, M. & Rocha, V.",Information Seeking and Use in Brazilian Public Libraries,2017,Library & Information Science Research,10.1016/j.lisr.2017.01.002,True,False,Comparative study of characteristics of authors between open access and non-open access journals in library and information science,Yu-Wei Chang,2017,Library &amp; Information Science Research,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_1,"Santos, C. & Costa, D.",Requirements Elicitation for E-Government Services in Brazil: A Case Study,2019,Government Information Quarterly,10.1016/j.giq.2019.01.001,True,False,The public value of E-Government – A literature review,Jean Damascene Twizeyimana; Annika Andersson,2019,Government Information Quarterly,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_2,"Fernandes, E. & Rocha, F.",Information Gap Analysis in Brazilian Public Health: A Systematic Review,2020,Health Policy and Planning,10.1093/heapol/czaa025,True,False,What steps can researchers take to increase research uptake by policymakers? A case study in China,Shishi Wu; Mishal Khan; Helena Legido-Quigley,2020,Health Policy and Planning,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_3,"Gomes, H. & Pereira, I.",Assessing Information Needs in Urban Planning: The Case of São Paulo,2017,Cities,10.1016/j.cities.2017.05.010,True,False,Toronto's market-oriented subsidised housing PPPs: A risk worth the reward?,Aaron A. Moore; Jordana Wright,2017,Cities,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_4,"Martins, L. & Almeida, M.",Information Needs and Access in Brazilian Libraries: A Survey,2016,Library & Information Science Research,10.1016/j.lisr.2016.08.001,True,False,Library research as collaborative information seeking,Chris Leeder; Chirag Shah,2016,Library &amp; Information Science Research,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_5,"Nunes, O. & Ribeiro, P.",Requirements Engineering for Software Development in Brazilian SMEs,2018,Information and Software Technology,10.1016/j.infsof.2018.04.006,True,False,"SINIS: A GQM+Strategies-based approach for identifying goals, strategies and indicators for IT services",Bianca Trinkenreich; Gleison Santos; Monalessa Perini Barcellos,2018,Information and Software Technology,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_6,"Oliveira, Q. & Silva, R.",Information Gap Analysis in the Brazilian Education System,2019,Educational Management Administration & Leadership,10.1177/1741143218817544,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_7,"Pereira, S. & Santos, T.",Information Needs of Researchers in Brazilian Universities: A Quantitative Study,2020,Scientometrics,10.1007/s11192-020-03489-z,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_8,"Rodrigues, W. & Barros, X.",Information Needs Assessment for Disaster Management in Brazil,2017,Disasters,10.1111/disa.12200,True,False,Religious narratives and their implications for disaster risk reduction,Kathleen M. McGeehan; Charlene K. Baker,2017,Disasters,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_9,"Teixeira, Y. & Carvalho, Z.",Information Gap Analysis in Brazilian Environmental Policy,2018,Environmental Policy and Governance,10.1002/eet.1819,True,False,Horizontal policy coherence starts with problem definition: Unpacking the EU integrated energy‐climate approach,Kristina Kurze; Andrea Lenschow,2018,Environmental Policy and Governance,
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_10,"Araujo, A. & Ferreira, B.",Information Needs of Indigenous Communities in the Brazilian Amazon,2019,The Information Society,10.1080/01972243.2019.1648484,False,False,,,,,DOI not found in CrossRef
Brazil,Upper-Middle Income,Needs,Gemini-Flash-Lite,Brazil_Needs_11,"Bastos, C. & Duarte, E.",Requirements Elicitation Techniques in Brazilian Healthcare,2020,BMC Medical Informatics and Decision Making,10.1186/s12911-020-01190-2,True,False,The information imperative: to study the impact of informational discontinuity on clinical decision making among doctors,Naveen R. Gowda; Atul Kumar; Sanjay K. Arya,2020,BMC Medical Informatics and Decision Making,
